Claim_ID,Image_Name,Damage_Type,Image_Order
CLM000274,77_jpg.rf.O8u17iucNxB5LSYCsnBQ.jpg,scratch,Right
CLM000274,77_jpg.rf.Y8UNcBrasjIfhzpJReGG.jpg,scratch,Front
CLM000275,78_jpg.rf.KenxHAA0cD1c1DVHl423.jpg,dent,Front
CLM000275,78_jpg.rf.yGQ21efbiqxUdnMyHmFN.jpg,dent,Right
CLM000276,794_jpeg_jpg.rf.7UHBiVPszPZ1L4cPF36w.jpg,smash,Front
CLM000276,794_jpeg_jpg.rf.mQQwAkvLuSnLpqoBgliE.jpg,smash,Rear
CLM000276,79_jpg.rf.63Jhg6ZIXj19MVq8TRoC.jpg,scratch,Left
CLM000277,79_jpg.rf.RpTeLRucZ8drxqPEu7oY.jpg,scratch,Front
CLM000277,79_jpg.rf.ujXVI1gATyDNsXibaGbB.jpg,scratch,Rear
CLM000277,7_jpg.rf.Ad2c3jzlz64XfgnUnBIv.jpg,scratch,Left
CLM000277,7_jpg.rf.Fzf01PtdLeCjgMl1asbN.jpg,scratch,Right
CLM000278,7_jpg.rf.hvK72fUAfASrCnAYlBXm.jpg,scratch,Front
CLM000278,7_jpg.rf.x8gVdMgWjIHSsTWCVoG4.jpg,scratch,Right
CLM000279,7_jpg.rf.ZEHl1h4BoSNOP5NIRwK9.jpg,scratch,Left
CLM000279,7a794ed189_jpg.rf.BLtdC9Sl6hylJma3Boz3.jpg,glass_break,Rear
CLM000279,7a794ed189_jpg.rf.imXk2khwe8OHDUL4d5zg.jpg,glass_break,Right
CLM000279,80_jpg.rf.jVU7ps34qHwl57F4dqYA.jpg,scratch,Front
CLM000280,80_jpg.rf.ogpsc9bhAdk5b3T1tJ7X.jpg,scratch,Right
CLM000280,80_jpg.rf.zCP0yyykV6p5W8L1SClV.jpg,scratch,Rear
CLM000281,81_jpg.rf.cB79dTyYx9On8aSV6Sln.jpg,scratch,Right
CLM000281,81_jpg.rf.IoBJ0wj5zY1ADBkyVYU2.jpg,scratch,Left
CLM000282,81_jpg.rf.JC5X3rbK2jhcIhgQeA3r.jpg,scratch,Rear
CLM000282,820_jpeg_jpg.rf.bgeVRCsuHbiMvvZquCI3.jpg,smash,Left
CLM000282,820_jpeg_jpg.rf.l0rI9miIMWAp9EtZhSGq.jpg,smash,Front
CLM000282,820_jpeg_jpg.rf.oYVsLu8pWsBJm0xE5pis.jpg,smash,Right
CLM000283,829_jpeg_jpg.rf.czdSqJKUKMO601uFlu5W.jpg,scratch,Left
CLM000283,829_jpeg_jpg.rf.PhqCvMnexdOLfmLZmfXH.jpg,scratch,Front
CLM000283,829_jpeg_jpg.rf.sbV3JQ2maYOoPzn2HANH.jpg,scratch,Right
CLM000283,873_jpeg_jpg.rf.aSkb7KNdSmkaigRhxaiX.jpg,scratch,Rear
CLM000284,873_jpeg_jpg.rf.vRMwRGx2n9xDXGXkCXIe.jpg,scratch,Right
CLM000284,88d69f9fe4_jpg.rf.0SylQjuOP8Az1LYdQ63O.jpg,glass_break,Rear
CLM000285,8_jpg.rf.AmJQVOl5effyByAqv4Ku.jpg,smash,Left
CLM000285,8_jpg.rf.I094C3y1oSvpYvOCzbuc.jpg,dent,Front
CLM000286,8_jpg.rf.JuOGdbegdXFIx4vF6P4q.jpg,smash,Left
CLM000286,8_jpg.rf.m93oJIcXGvm2eRn3detz.jpg,dent,Right
CLM000286,900_jpeg_jpg.rf.PrWtLISBwsNke31bR1h6.jpg,dent,Front
CLM000286,900_jpeg_jpg.rf.tSh214DUHb6tntuqKsy4.jpg,dent,Rear
CLM000287,900_jpeg_jpg.rf.X0huyDQzCzJg29kp7Xkp.jpg,dent,Front
CLM000287,91_jpg.rf.3TAnjrfTEIZMNcRshtGj.jpg,scratch,Right
CLM000287,93a5707f20_jpg.rf.9TUkl8TuhgoyzENw2uly.jpg,glass_break,Left
CLM000288,93a5707f20_jpg.rf.C2xNekwfHo4EuftEZhYf.jpg,glass_break,Rear
CLM000288,95_jpeg_jpg.rf.fzxKKkIqUqhcWs17CONy.jpg,glass_break,Front
CLM000288,95_jpeg_jpg.rf.ZctuxTIyGVTC6RfUII7I.jpg,glass_break,Right
CLM000288,991_jpeg_jpg.rf.2ZbR26VcRafEJSyfHbCc.jpg,dent,Left
CLM000289,991_jpeg_jpg.rf.MmJcMiZXRrJN3Ql0zi9f.jpg,dent,Right
CLM000289,991_jpeg_jpg.rf.OTLnpqjrZcudOyEXIEQf.jpg,dent,Left
CLM000290,9_jpg.rf.LxKv348ttkWW49jIzIO4.jpg,scratch,Left
CLM000290,9baa89d1bd_jpg.rf.CRQKobMPZmdAywmG0PTm.jpg,scratch,Rear
CLM000291,9baa89d1bd_jpg.rf.E42sV7rsrYd7etbo2Q4J.jpg,scratch,Front
CLM000291,9baa89d1bd_jpg.rf.Q2dfpTaU2j8XCRPkaUfC.jpg,scratch,Left
CLM000292,akhand_b43_106_jpg.rf.0YNM13sjs6KMe9xugS6k.jpg,scratch,Front
CLM000292,akhand_b43_106_jpg.rf.wlEnFQJk9ujEh2zFHbim.jpg,scratch,Right
CLM000293,akhand_b43_148_jpg.rf.TyewQSS1KLzIMi4dJRdV.jpg,glass_break,Left
CLM000293,akhand_b43_148_jpg.rf.wBJUDssMyNXJHjoIPJl2.jpg,glass_break,Rear
CLM000293,akhand_b43_149_jpg.rf.iEgYJt56vdReR8GbbaBc.jpg,glass_break,Front
CLM000294,akhand_b43_149_jpg.rf.T0gELChGDw2MdUog9irY.jpg,glass_break,Left
CLM000294,akhand_b43_158_jpg.rf.JUO78ZiOCJlVfvNv6gYk.jpg,smash,Rear
CLM000294,akhand_b43_158_jpg.rf.OKC0Yk6I34FSdPJGQfdq.jpg,smash,Right
CLM000294,akhand_b43_185_jpg.rf.yHVfhMtyLwSX3wmVTN2m.jpg,glass_break,Front
CLM000295,akhand_b43_213_jpg.rf.nmi3taAMYfRJ2Q9Gi49P.jpg,glass_break,Left
CLM000295,akhand_b43_255_jpg.rf.JQVsXMxKtTVR4VuNG6xy.jpg,glass_break,Front
CLM000295,akhand_b43_255_jpg.rf.L7zxDZgHFW8Gm9F158LW.jpg,glass_break,Rear
CLM000296,akhand_b43_27_jpg.rf.fE89JvMa5WtoXBWVZrHO.jpg,smash,Left
CLM000296,akhand_b43_27_jpg.rf.KAtsmoaYDfYM3t4SdZYw.jpg,smash,Front
CLM000296,akhand_b43_27_jpg.rf.YEALOKB899ijiVsuHuKu.jpg,smash,Right
CLM000297,akhand_b43_307_jpg.rf.tvbtGIRB4ShpZKpieMBe.jpg,scratch,Rear
CLM000297,akhand_b43_308_jpg.rf.CfFrqQT0GHT5uTMEuZAx.jpg,dent,Left
CLM000297,akhand_b43_308_jpg.rf.SWOMR2OIWxNribvGumsL.jpg,dent,Right
CLM000298,akhand_b43_318_jpg.rf.uPGUmXJHMO7TeEukaGsf.jpg,glass_break,Left
CLM000298,akhand_b43_334_jpg.rf.r3JPEE7ZymKSw9HVI4tw.jpg,scratch,Rear
CLM000299,akhand_b43_334_jpg.rf.WDFVANiZRsiFvikdfB1y.jpg,scratch,Rear
CLM000299,akhand_b43_336_jpg.rf.iw8OyEg0XWGQPoy08AlY.jpg,scratch,Left
CLM000300,akhand_b43_336_jpg.rf.ms2EN2SPH4Nt4KV8L8yf.jpg,scratch,Right
CLM000300,akhand_b43_34_jpg.rf.flM2yaUbrKkCzMpGfDmC.jpg,glass_break,Rear
CLM000300,akhand_b43_34_jpg.rf.hD0gIMAWzkl32NjL1nOt.jpg,glass_break,Left
CLM000300,akhand_b43_404_jpg.rf.FVrsdIDzeEPEYtaAyLOg.jpg,smash,Front
CLM000301,akhand_b43_404_jpg.rf.w8HQwkgb8GmEYRFiCOcu.jpg,smash,Front
CLM000301,akhand_b43_447_jpg.rf.i4yqtEXMfTLJeMaAyDhS.jpg,smash,Rear
CLM000302,akhand_b43_447_jpg.rf.zPpvvEefbC6zMdICkI0A.jpg,smash,Rear
CLM000302,akhand_b43_48_jpg.rf.80K3OGetYFhPXpwdBAUv.jpg,glass_break,Front
CLM000303,akhand_b43_48_jpg.rf.asTnuoBalzq7gvazRnkY.jpg,glass_break,Front
CLM000303,akhand_b43_48_jpg.rf.auPuodgA8zhW8HF2iI5c.jpg,glass_break,Left
CLM000303,akhand_b43_496_jpg.rf.xcPtFGI0AhR24pVNcCsR.jpg,smash,Right
CLM000304,akhand_b43_553_jpg.rf.kt0TvFykk7IDMMkEDD77.jpg,dent,Rear
CLM000304,akhand_b43_588_jpg.rf.JkkILX7cdCkBHRtRJiiu.jpg,scratch,Front
CLM000305,akhand_b43_588_jpg.rf.qI0NWu3jabW9gIqZDp8O.jpg,scratch,Left
CLM000305,akhand_b43_588_jpg.rf.SSsq6Gu1YHFfd92Q3hVb.jpg,scratch,Right
CLM000305,akhand_b43_84_jpg.rf.3CMyaVWRdCovI5vbtTlI.jpg,smash,Rear
CLM000305,akhand_b43_84_jpg.rf.D9tiC62B65fKlUjzZ1PH.jpg,smash,Front
CLM000306,akhand_b43_84_jpg.rf.JxYd9FDXXxBRgHq8mJaq.jpg,smash,Front
CLM000306,akhand_b43_91_jpg.rf.cfRCFSTBiSjaCJcR9Our.jpg,glass_break,Right
CLM000307,akhand_b43_91_jpg.rf.oT2A2Q0jImRz7ygUxUGj.jpg,glass_break,Front
CLM000307,akhand_b43_91_jpg.rf.RH5jom9OmIZDCgDO8E1P.jpg,glass_break,Left
CLM000308,akhand_b43_95_jpg.rf.c7m4WwoJYDYadIsD4hTM.jpg,scratch,Rear
CLM000308,akhand_b43_95_jpg.rf.kA8V6lcqYzdL16grgJUt.jpg,scratch,Right
CLM000308,audi-cars-scratches-bumper44_jpg.rf.64IxKIZjBZDObsWUCwDF.jpg,scratch,Front
CLM000309,audi-cars-scratches-bumper44_jpg.rf.yAUcwluLefa72qEtlxXK.jpg,scratch,Rear
CLM000309,back-bumper-side-scartches-on-car-hd-images62_jpg.rf.tTLLGA6Wg2qwu4wKNrY2.jpg,dent,Right
CLM000310,back_0066_jpg.rf.mVkfnze6LiD9HF7L06iv.jpg,glass_break,Rear
CLM000310,back_0066_jpg.rf.zMkFeWsTpAY5RwhxOU25.jpg,glass_break,Front
CLM000310,back_0077_jpg.rf.Cvl8hDck8gqpDfbVnkWP.jpg,glass_break,Left
CLM000311,back_0077_jpg.rf.pJbclR3p1a8OKo3LbdVD.jpg,glass_break,Right
CLM000311,back_0291_jpg.rf.AC1KeDpY8uW0WTErGMma.jpg,glass_break,Left
CLM000312,back_0291_jpg.rf.gv0oC5zYCGXhq4dOgywx.jpg,glass_break,Front
CLM000312,back_0308_jpg.rf.LnRHpGaBrPu9tf6U8GDm.jpg,glass_break,Right
CLM000312,back_0308_jpg.rf.wLKEKfGlXSVLuZKhFRXj.jpg,glass_break,Left
CLM000313,back_0308_jpg.rf.ylicBKmbGKErJUGtNmHr.jpg,glass_break,Front
CLM000313,broken-dorr-glass-of-car-pic-hd10_jpg.rf.TzxLhWlxc9q4VwpXFZHy.jpg,glass_break,Rear
CLM000314,broken-dorr-glass-of-car-pic-hd1_jpg.rf.j30rG3TbmFFadHFwxhfU.jpg,glass_break,Front
CLM000314,broken-dorr-glass-of-car-pic-hd1_jpg.rf.TA2haSHGmKA0YIj4klh3.jpg,glass_break,Right
CLM000314,broken-dorr-glass-of-car-pic-hd22_jpg.rf.sDHn8FCORhDbxaRXeukN.jpg,glass_break,Rear
CLM000315,broken-Taillight-cars-photos-hd3_jpg.rf.CV5mz4VbUTGvFooLOXvX.jpg,glass_break,Left
CLM000315,broken-Taillight-cars-photos-hd3_jpg.rf.JawdUZjExCx2qxcCyPDu.jpg,glass_break,Rear
CLM000316,broken-Taillight-cars-photos-hd3_jpg.rf.la8Irf4nlNCeeSvBusgn.jpg,glass_break,Right
CLM000316,bumper-side-dent-images-hd-cars76_jpg.rf.470cw2ytdPfs7GVFEAYn.jpg,dent,Left
CLM000316,bumper-side-dent-images-hd-cars76_jpg.rf.kaoeoiVrCdeNV3Lq46ug.jpg,dent,Rear
CLM000317,c36d6b6deb_jpg.rf.S9OPc7LIpCvuN6E9fr62.jpg,glass_break,Left
CLM000317,c957fe4s-960_jpeg_jpg.rf.BQful2BxJMPUluB2Jnff.jpg,glass_break,Right
CLM000317,c957fe4s-960_jpeg_jpg.rf.DCGDWzAwESyaRfJqDgoo.jpg,glass_break,Front
CLM000318,c9dbb2eca8_jpg.rf.brS7GOHQy3uEUqTXIvG8.jpg,glass_break,Rear
CLM000318,c9dbb2eca8_jpg.rf.J7gJDDcyV0EQO1Frj1Hp.jpg,glass_break,Front
CLM000318,c9dbb2eca8_jpg.rf.moI7ULKnvLutPK0zq7Vg.jpg,glass_break,Right
CLM000318,car-dorr-glass-broken14_jpg.rf.4GkrF4ziLkcHWFHfy1vs.jpg,glass_break,Left
CLM000319,car-dorr-glass-broken14_jpg.rf.Q4HMOdnQIKqgcvdpBklY.jpg,glass_break,Front
CLM000319,car-dorr-glass-broken14_jpg.rf.z2GchyESgCWYHHIN5zMY.jpg,glass_break,Right
CLM000320,car-dorr-glass-broken38_jpg.rf.BQgfLhP9snQTEVIII9TM.jpg,glass_break,Right
CLM000320,car-dorr-glass-broken38_jpg.rf.Iwv84i5ULL7yNO7Z55NH.jpg,glass_break,Rear
CLM000320,car-front-glass-broken-pic27_jpg.rf.wxsRBEZCLYBrFbwxN18r.jpg,glass_break,Left
CLM000321,car-front-glass-broken-pic27_jpg.rf.Y4sALdD3ENO7W6cYBDYr.jpg,glass_break,Rear
CLM000321,car-front-glass-broken-pic45_jpg.rf.BBOHxAi6cpWQ0ul9mTmO.jpg,glass_break,Left
CLM000321,car-front-glass-broken-pic45_jpg.rf.SPw7y5Wad3HJtP9zzxhl.jpg,glass_break,Front
CLM000321,car-front-glass-broken-pic45_jpg.rf.upLIqfvrRNK0SdYVgayV.jpg,glass_break,Right
CLM000322,car-front-glass-broken-pic9_jpg.rf.qHUOmbzVVCdChM8xEskh.jpg,glass_break,Left
CLM000322,car-front-glass-broken-pic9_jpg.rf.XxYCtfV38r30PPT8dYfg.jpg,glass_break,Right
CLM000323,corolla-1490543314_jpg.rf.ct2mCbK4FdIhhugMtpIP.jpg,smash,Right
CLM000323,corolla-1490543314_jpg.rf.oEYgc3xIneGS53VkMGqP.jpg,smash,Rear
CLM000323,crashed148_JPEG_jpg.rf.PeZdu5y1q6FSadXffpah.jpg,smash,Left
CLM000323,crashed148_JPEG_jpg.rf.qlyx7b0CzGLvMPs7cu1J.jpg,smash,Front
CLM000324,crashed148_JPEG_jpg.rf.R9nQS3ULiHKH0NhRxmjj.jpg,smash,Front
CLM000324,crashed154_JPEG_jpg.rf.OdOuxNC94oMpqVIawJwZ.jpg,smash,Right
CLM000325,crashed169_jpg.rf.E1lODyI1PU0wdPTvNH2t.jpg,smash,Rear
CLM000325,crashed169_jpg.rf.xQ9bs9OO25ikZVvo09Pa.jpg,smash,Right
CLM000325,crashed176_jpg.rf.LHLhU1yPCYilFfIRqiqQ.jpg,smash,Front
CLM000325,crashed178_jpg.rf.Zm2QmckIBqL5IEqDjtm0.jpg,smash,Left
CLM000326,crashed185_jpg.rf.69hMXdUUWTxcNjtWJDC1.jpg,smash,Rear
CLM000326,crashed185_jpg.rf.6OswL0fUy4zxMAhfeSNm.jpg,smash,Front
CLM000326,crashed185_jpg.rf.KWVyvIpAzC6kOhxQM4Gb.jpg,smash,Left
CLM000327,crashed194_jpg.rf.3UzXX45DlchRniCzYSWO.jpg,smash,Left
CLM000327,crashed194_jpg.rf.UGqiTPQEi7MQAVUeaXO3.jpg,smash,Rear
CLM000328,crashed195_jpg.rf.4JH4GGhhD2qrGcEkPJKa.jpg,smash,Right
CLM000328,crashed195_jpg.rf.6JOZSnSYs0iwhHB8ZCGt.jpg,smash,Front
CLM000328,crashed195_jpg.rf.VxwcG1adr9iLR6Lhl66a.jpg,smash,Rear
CLM000328,crashed203_jpg.rf.RAltBWWxdnpa0Fhw5LP5.jpg,smash,Left
CLM000329,crashed203_jpg.rf.sPr04hwyajgL815r51Nv.jpg,smash,Right
CLM000329,crashed204_jpg.rf.7CT0hypaR4neMhLYwFUa.jpg,smash,Left
CLM000329,crashed204_jpg.rf.q7N2OE0Xq7DgWNboTn4t.jpg,smash,Rear
CLM000330,crashed210_jpg.rf.NXrXF8QZQZ8r9Paac4hL.jpg,smash,Left
CLM000330,crashed210_jpg.rf.P6alcfTQfz8QQzcYPqjS.jpg,smash,Rear
CLM000330,crashed210_jpg.rf.PvnEMSTln1iuMpSPZjLg.jpg,smash,Front
CLM000330,crashed217_JPG_jpg.rf.ggxZjIUT6cSpYH5b66m4.jpg,smash,Right
CLM000331,crashed222_jpg.rf.vBuOOEF0Ph830eEz3vvK.jpg,smash,Right
CLM000331,crashed225_jpg.rf.eqsSTMiF7ruqISTxcXlV.jpg,smash,Front
CLM000331,crashed225_jpg.rf.MW2JWXFn6s4VqhAJu7IZ.jpg,smash,Rear
CLM000331,crashed227_jpg.rf.2KqCmPukdoo16xE5JXTv.jpg,smash,Left
CLM000332,crashed227_jpg.rf.8bfdIfFAUBVRlPlNBM1r.jpg,smash,Front
CLM000332,crashed227_jpg.rf.c4lhVxnw7s2aGrmiIl1y.jpg,smash,Rear
CLM000333,crashed235_jpg.rf.CzkFi5BfJMa4sYNahkKg.jpg,smash,Left
CLM000333,crashed236_jpg.rf.D8ScpAjuwvpxfyguUroP.jpg,smash,Rear
CLM000333,crashed236_jpg.rf.VrGMoW5QodkGVfZu5dPc.jpg,smash,Right
CLM000333,crashed244_jpg.rf.gXLrnkbyixsQP3gmqaBu.jpg,smash,Front
CLM000334,crashed244_jpg.rf.mHdxr4uG0uLTX5abPNTw.jpg,smash,Rear
CLM000334,crashed248_jpg.rf.Ki9wDPt6nJf5K1uoprKk.jpg,dent,Right
CLM000335,crashed269_jpg.rf.LT00VhP9bQN8UX5MSFO2.jpg,smash,Front
CLM000335,crashed306_jpg.rf.fT8iXOyK3QpwNfB4A61I.jpg,smash,Rear
CLM000336,crashed306_jpg.rf.ZepgRqCSi2uUX0zi8iiM.jpg,smash,Front
CLM000336,crashed316_jpg.rf.kV8v3YhsOKL8tdBOktHK.jpg,smash,Right
CLM000337,crashed316_jpg.rf.QRbUif7mXRMql2dyZRGP.jpg,smash,Left
CLM000337,crashed316_jpg.rf.T0pOAf3XTiOlcNDs6gfC.jpg,smash,Front
CLM000337,crashed331_jpg.rf.65lWkQkGp1keh5xodbrM.jpg,smash,Rear
CLM000338,crashed347_jpg.rf.xah2gts8UE5lcCSoiEGq.jpg,smash,Rear
CLM000338,crashed352_jpg.rf.aqlYTqUGJghDgQpTjMOx.jpg,smash,Left
CLM000338,crashed352_jpg.rf.ECR5MKZo2XcCo8Za4EYr.jpg,smash,Right
CLM000339,crashed352_jpg.rf.oy5pQDw7qZSgM3a2Cx4n.jpg,smash,Right
CLM000339,crashed354_jpg.rf.a7NABX0P7c9XSwZkAAQ4.jpg,smash,Left
CLM000340,crashed354_jpg.rf.ic8YStbhjOO49nYBC48r.jpg,smash,Rear
CLM000340,crashed354_jpg.rf.jyHOPGa7y9ptKL4GlKTz.jpg,smash,Front
CLM000340,crashed359_jpg.rf.GQZkxdk5xvJs9Kr4g0aQ.jpg,smash,Left
CLM000340,crashed359_jpg.rf.MCRijWxfTHregtO8vQrc.jpg,smash,Right
CLM000341,crashed365_jpg.rf.KgS7ZgQqxGTGLXjOYeQp.jpg,smash,Right
CLM000341,crashed365_jpg.rf.tOr1ZYraZJfG2Q9nrz5d.jpg,smash,Left
CLM000341,crashed374_jpg.rf.mvLwtl6H36LtSP4jaINz.jpg,smash,Front
CLM000341,crashed374_jpg.rf.NfAvDhAWwzns3wVeazlm.jpg,smash,Rear
CLM000342,crashed376_jpg.rf.dSPc32zztfFxedk4nPxI.jpg,smash,Right
CLM000342,crashed376_jpg.rf.kSXo71uiAkHbnJuP4RHl.jpg,smash,Front
CLM000343,crashed3_JPEG_jpg.rf.0jqQtNtDx4JQYyjEcY6k.jpg,smash,Left
CLM000343,crashed3_JPEG_jpg.rf.1LdnmcTUDhMxfD0qKkHQ.jpg,smash,Rear
CLM000344,crashed405_jpg.rf.6hrHaCaa8Tn4TtCriywG.jpg,smash,Front
CLM000344,crashed405_jpg.rf.NrYjPID4ICWZ5XROrHED.jpg,smash,Left
CLM000345,crashed405_jpg.rf.RjyT72YVu0clBA3WSsos.jpg,smash,Left
CLM000345,crashed406_jpg.rf.fCGYujfSCQ7BPiwlG811.jpg,smash,Rear
CLM000345,crashed406_jpg.rf.JRDSunsJpSq0pzpeEtya.jpg,smash,Front
CLM000345,crashed406_jpg.rf.SRJ4ZcsQXB6aXMh1i1IA.jpg,smash,Right
CLM000346,crashed407_jpg.rf.AsBqZmtHKpNQPiWjrF7i.jpg,smash,Front
CLM000346,crashed407_jpg.rf.jjBtSUiDT4SWvkcKMke3.jpg,smash,Right
CLM000346,crashed413_jpg.rf.0xLmpQ0pBhjyQXDgMikE.jpg,smash,Rear
CLM000347,crashed413_jpg.rf.ELT4OczaRQQqZW3WuCRY.jpg,smash,Front
CLM000347,crashed413_jpg.rf.twTtWyOB1cV1enLuEYao.jpg,smash,Left
CLM000347,crashed417_jpg.rf.2LuI3yBg7NUgjQ0rYuDj.jpg,smash,Rear
CLM000348,crashed417_jpg.rf.JzEK4lRUtOlAmX7wrGDQ.jpg,smash,Rear
CLM000348,crashed417_jpg.rf.Q9UTCKaiTaHOiorDXPxm.jpg,smash,Right
CLM000348,crashed423_jpg.rf.Bj0GwvPnyPl6bBHH4H6V.jpg,smash,Front
CLM000348,crashed423_jpg.rf.WItJ94sVuJdmQhmhPUSb.jpg,smash,Left
CLM000349,crashed425_jpg.rf.B5fMS94nLisrfWv27iOE.jpg,glass_break,Right
CLM000349,crashed441_jpg.rf.7rrnnddKe7yMAD17skJr.jpg,smash,Left
CLM000350,crashed441_jpg.rf.bIMvgn2CbSHa0JcXulZG.jpg,smash,Front
CLM000350,crashed441_jpg.rf.jA7YW7vpc5KFsgIKo5Az.jpg,smash,Rear
CLM000351,crashed444_jpg.rf.qiBpxDcunsLOWDgyM0td.jpg,smash,Left
CLM000351,crashed444_jpg.rf.TQv9KQ2DinXUbLI8l03x.jpg,smash,Rear
CLM000351,crashed444_jpg.rf.WWDF6ScG1pJ2UXAQKhgl.jpg,smash,Front
CLM000351,crashed449_jpg.rf.8AIqx87q4xjhHlQV5I8q.jpg,smash,Right
CLM000352,crashed449_jpg.rf.LFaipmWDcYtzsPv7bl0P.jpg,smash,Left
CLM000352,crashed456_jpg.rf.DU8N3r4U3BwarGAQVTJV.jpg,smash,Right
CLM000352,crashed456_jpg.rf.GOpJFsSlGiE9PEBPliXJ.jpg,smash,Rear
CLM000352,crashed456_jpg.rf.mXpfVrh5exkV3LijO9yh.jpg,smash,Front
CLM000353,crashed468_jpg.rf.nxyV4pmeEjA1JKLuFcVL.jpg,smash,Rear
CLM000353,crashed468_jpg.rf.UqO8XlqJNZRMB3lvRa1j.jpg,smash,Front
CLM000354,crashed506_jpg.rf.QeEyXBqPymnXVEVQMHuB.jpg,smash,Front
CLM000354,crashed516_jpg.rf.EaloTbo25mtpJQwxPVmM.jpg,smash,Rear
CLM000354,crashed516_jpg.rf.v80qwRL8NyrIkJ97uys3.jpg,smash,Right
CLM000354,crashed531_jpg.rf.5wBZMrCYsshr4TQcdYkL.jpg,smash,Left
CLM000355,crashed531_jpg.rf.PKAtUOMqqdSZEz0NoMk1.jpg,smash,Front
CLM000355,crashed531_jpg.rf.VlWfsjJuoJEjApVBIvZO.jpg,smash,Left
CLM000355,crashed537_jpg.rf.rQJywWX611ck4EHV6yQM.jpg,smash,Right
CLM000355,crashed75_jpeg_jpg.rf.4LM8tUVTotIZR1mVhFNo.jpg,smash,Rear
CLM000356,crashed75_jpeg_jpg.rf.4zcikPgwtNG5STUV5nOr.jpg,smash,Right
CLM000356,crashed75_jpeg_jpg.rf.aRG11pXw7efg373JJmwu.jpg,smash,Front
CLM000356,damaged-taillight-cars-photos-hd34_jpg.rf.KBx0cXyG2ZGIIq4ekdwt.jpg,scratch,Rear
CLM000356,damaged-taillight-cars-photos-hd34_jpg.rf.o8KSHC5IX3TT0VcH6tb0.jpg,scratch,Left
CLM000357,damaged-taillight-cars-photos-hd34_jpg.rf.wGRH2jspSeXYhfbsPiLD.jpg,scratch,Right
CLM000357,damaged-taillight-cars-photos-hd49_jpg.rf.cQdDS1DHllquYa6NxKZ6.jpg,dent,Left
CLM000357,damaged-taillight-cars-photos-hd49_jpg.rf.T2GvuYZURPXHxiJjikgU.jpg,dent,Front
CLM000358,damaged-taillight-cars-photos-hd6_jpg.rf.TdRZCD5yIloC1iyR0fvP.jpg,glass_break,Front
CLM000358,dent-image-on-car-dorr-side-34_jpg.rf.f7530o1vRQIJzeR6EEPW.jpg,scratch,Right
CLM000359,dent-image-on-car-dorr-side-34_jpg.rf.lVBtUk5tcfHVgevLczrp.jpg,scratch,Front
CLM000359,dent-image-on-car-dorr-side-34_jpg.rf.yacZkoSDodABPomgLzxl.jpg,scratch,Rear
CLM000359,dent-image-on-car-dorr-side-37_jpg.rf.7a3M3rKrQaDpXNfm1tNU.jpg,smash,Right
CLM000360,dent-image-on-car-dorr-side-37_jpg.rf.prlBqRD1fAO7DUO7KOlU.jpg,smash,Front
CLM000360,dent-on-car-back-side-iamges-hd-51_jpg.rf.4btdwobx2NWdyP6KnDlx.jpg,dent,Right
CLM000361,dent-on-car-back-side-iamges-hd-51_jpg.rf.V8Fq2dPT1fWVcmyonHdE.jpg,dent,Front
CLM000361,dent-on-car-back-side-iamges-hd-71_jpg.rf.pDlszfdK74EB62ZgZkFv.jpg,glass_break,Rear
CLM000361,dent-on-car-back-side-iamges-hd-71_jpg.rf.Se0uRVXbQ9Xz4owfRPFk.jpg,glass_break,Right
CLM000361,dent-on-car-back-side-iamges-hd-71_jpg.rf.zqoK2kh6GIr3H4Q9AFmV.jpg,glass_break,Left
CLM000362,dent1015_jpg.rf.GYPr1zmXif0Ck0D1laYK.jpg,dent,Left
CLM000362,dent1015_jpg.rf.MldvrQ3s5pRYNrUjnVkG.jpg,dent,Right
CLM000362,dent1171_jpg.rf.9vJaJfXGUq1jnpEzgoMz.jpg,smash,Rear
CLM000363,dent1171_jpg.rf.qdOGE8IBgzhyBIFTJmwB.jpg,smash,Front
CLM000363,dent1175_jpg.rf.048P2pq4piAINqcyiEk0.jpg,smash,Left
CLM000363,dent1187_jpg.rf.CIK4baEEEQVk30CCsE1c.jpg,dent,Right
CLM000363,dent1187_jpg.rf.ZLTQZNhelnjblAn6H2ny.jpg,dent,Rear
CLM000364,dent121_jpg.rf.6zUltCLxqwomgOZcdfl8.jpg,dent,Left
CLM000364,dent121_jpg.rf.It5ARAvF6jJsez2hsbCx.jpg,dent,Front
CLM000364,dent1300_jpg.rf.aQplzQGADWWv8wPn4jzI.jpg,dent,Right
CLM000364,dent1300_jpg.rf.un7DVioGwTt6BSmzr1vj.jpg,dent,Rear
CLM000365,dent1306_jpg.rf.Amo0sMMzpR6IQ1KxPztE.jpg,dent,Left
CLM000365,dent1314_png_jpg.rf.cwFkYZED8ces1MkwvZV5.jpg,smash,Rear
CLM000366,dent1314_png_jpg.rf.vqXYSO1Xlm47SX94SCk7.jpg,smash,Front
CLM000366,dent1323_jpg.rf.7mZAfRrba2QUnYIMPMx6.jpg,scratch,Right
CLM000366,dent1323_jpg.rf.irfYBwV8cnKTa8ljXUmm.jpg,scratch,Left
CLM000366,dent155_jpg.rf.CkAQGvKAf1cAQTDrbHJL.jpg,smash,Rear
CLM000367,dent155_jpg.rf.eqJ65b4uDRayDel4XIYE.jpg,smash,Left
